Text,,Price,Mileage,Certified?,Year,Package
"Used 2013 Toyota Prius Two     Save    $22,300   15,142 mi",Used 2013 Toyota Prius Two,22300,"15,142",0,2013,Two
"Used 2013 Toyota Prius      Save    $16,995   15,143 mi",Used 2013 Toyota Prius,16995,"15,143",0,2013,
"Certified 2014 Toyota Prius Three     Save    $20,997   15,159 mi",Certified 2014 Toyota Prius Three,20997,"15,159",1,2014,Three
"Used 2012 Toyota Prius      Save    $16,900   15,195 mi",Used 2012 Toyota Prius,16900,"15,195",0,2012,
"Certified 2014 Toyota Prius Three Model     Save    $20,990   15,205 mi",Certified 2014 Toyota Prius Three Model,20990,"15,205",1,2014,Three
"Used 2014 Toyota Prius Three     Save    $20,990   15,207 mi",Used 2014 Toyota Prius Three,20990,"15,207",0,2014,Three
"Used 2012 Toyota Prius Four     Save    $23,697   15,238 mi",Used 2012 Toyota Prius Four,23697,"15,238",0,2012,Four
"Used 2013 Toyota Prius      Save    $19,980   15,239 mi",Used 2013 Toyota Prius,19980,"15,239",0,2013,
"Certified 2013 Toyota Prius Three     Save    $16,995   15,258 mi",Certified 2013 Toyota Prius Three,16995,"15,258",1,2013,Three
"Used 2014 Toyota Prius Four     Save    $17,988   15,309 mi",Used 2014 Toyota Prius Four,17988,"15,309",0,2014,Four
"Certified 2015 Toyota Prius Five     Save    $22,000   15,332 mi",Certified 2015 Toyota Prius Five,22000,"15,332",1,2015,Five
"Used 2014 Toyota Prius One     Save    $15,499   15,336 mi",Used 2014 Toyota Prius One,15499,"15,336",0,2014,One
"Certified 2013 Toyota Prius Two     Save    $16,785   15,385 mi",Certified 2013 Toyota Prius Two,16785,"15,385",1,2013,Two
"Used 2015 Toyota Prius Four     Save    $21,969   15,403 mi",Used 2015 Toyota Prius Four,21969,"15,403",0,2015,Four
"Used 2015 Toyota Prius Four     Save    $21,955   15,404 mi",Used 2015 Toyota Prius Four,21955,"15,404",0,2015,Four
"Used 2013 Toyota Prius      Save    $15,749   15,479 mi",Used 2013 Toyota Prius,15749,"15,479",0,2013,
"Certified 2014 Toyota Prius Three     Save    $19,000   15,481 mi",Certified 2014 Toyota Prius Three,19000,"15,481",1,2014,Three
"Used 2014 Toyota Prius Three     Save    $17,986   15,509 mi",Used 2014 Toyota Prius Three,17986,"15,509",0,2014,Three
"Used 2013 Toyota Prius Three     Save    $18,861   15,516 mi",Used 2013 Toyota Prius Three,18861,"15,516",0,2013,Three
"Certified 2015 Toyota Prius Two     Save    $18,975   15,521 mi",Certified 2015 Toyota Prius Two,18975,"15,521",1,2015,Two
"Used 2015 Toyota Prius      Save    $21,950   15,538 mi",Used 2015 Toyota Prius,21950,"15,538",0,2015,
"Used 2013 Toyota Prius      Save    $18,295   15,564 mi",Used 2013 Toyota Prius,18295,"15,564",0,2013,
"Certified 2015 Toyota Prius Three     Save    $21,988   15,578 mi",Certified 2015 Toyota Prius Three,21988,"15,578",1,2015,Three
"Used 2014 Toyota Prius Three     Save    $18,495   15,598 mi",Used 2014 Toyota Prius Three,18495,"15,598",0,2014,Three
"Used 2013 Toyota Prius One     Save    $18,487   15,598 mi",Used 2013 Toyota Prius One,18487,"15,598",0,2013,One
"Certified 2014 Toyota Prius Four Model     Save    $21,981   15,606 mi",Certified 2014 Toyota Prius Four Model,21981,"15,606",1,2014,Four
"Used 2015 Toyota Prius      Save    $20,750   15,622 mi",Used 2015 Toyota Prius,20750,"15,622",0,2015,
"Used 2013 Toyota Prius Three     Save    $18,988   15,633 mi",Used 2013 Toyota Prius Three,18988,"15,633",0,2013,Three
"Certified 2014 Toyota Prius Three     Save    $21,000   15,657 mi",Certified 2014 Toyota Prius Three,21000,"15,657",1,2014,Three
"Certified 2015 Toyota Prius Two     Save    $18,550   15,691 mi",Certified 2015 Toyota Prius Two,18550,"15,691",1,2015,Two
"Certified 2015 Toyota Prius Two Model     Save    $19,877   15,692 mi",Certified 2015 Toyota Prius Two Model,19877,"15,692",1,2015,Two
"Certified 2015 Toyota Prius Three Model     Save    $22,988   15,784 mi",Certified 2015 Toyota Prius Three Model,22988,"15,784",1,2015,Three
"Used 2013 Toyota Prius Three SE     Save    $18,888   15,798 mi",Used 2013 Toyota Prius Three SE,18888,"15,798",0,2013,Three
"Used 2014 Toyota Prius Two     Save    $17,000   15,820 mi",Used 2014 Toyota Prius Two,17000,"15,820",0,2014,Two
"Certified 2014 Toyota Prius Three     Save    $19,481   15,846 mi",Certified 2014 Toyota Prius Three,19481,"15,846",1,2014,Three
"Certified 2013 Toyota Prius Two     Save    $16,200   15,850 mi",Certified 2013 Toyota Prius Two,16200,"15,850",1,2013,Two
"Certified 2015 Toyota Prius Three     Save    $20,994   15,945 mi",Certified 2015 Toyota Prius Three,20994,"15,945",1,2015,Three
"Certified 2013 Toyota Prius Two     Save    $17,300   15,995 mi",Certified 2013 Toyota Prius Two,17300,"15,995",1,2013,Two
"Used 2013 Toyota Prius Two     Save    $16,900   16,000 mi",Used 2013 Toyota Prius Two,16900,"16,000",0,2013,Two
"Used 2014 Toyota Prius Two     Save    $15,800   16,000 mi",Used 2014 Toyota Prius Two,15800,"16,000",0,2014,Two
"Used 2014 Toyota Prius Two     Save    $14,995   16,000 mi",Used 2014 Toyota Prius Two,14995,"16,000",0,2014,Two
"Certified 2013 Toyota Prius Two     Save    $17,444   16,032 mi",Certified 2013 Toyota Prius Two,17444,"16,032",1,2013,Two
"Certified 2015 Toyota Prius      Save    $18,976   16,048 mi",Certified 2015 Toyota Prius,18976,"16,048",1,2015,
"Used 2013 Toyota Prius Two     Save    $17,500   16,052 mi",Used 2013 Toyota Prius Two,17500,"16,052",0,2013,Two
"Used 2014 Toyota Prius      Save    $20,970   16,068 mi",Used 2014 Toyota Prius,20970,"16,068",0,2014,
"Certified 2014 Toyota Prius Two     Save    $17,677   16,076 mi",Certified 2014 Toyota Prius Two,17677,"16,076",1,2014,Two
"Used 2013 Toyota Prius Two     Save    $18,995   16,098 mi",Used 2013 Toyota Prius Two,18995,"16,098",0,2013,Two
"Certified 2014 Toyota Prius Three     Save    $19,491   16,101 mi",Certified 2014 Toyota Prius Three,19491,"16,101",1,2014,Three
"Used 2014 Toyota Prius Three     Save    $19,991   16,151 mi",Used 2014 Toyota Prius Three,19991,"16,151",0,2014,Three
"Used 2015 Toyota Prius Five     Save    $21,899   16,157 mi",Used 2015 Toyota Prius Five,21899,"16,157",0,2015,Five
"Certified 2014 Toyota Prius Two     Save    $17,788   16,167 mi",Certified 2014 Toyota Prius Two,17788,"16,167",1,2014,Two
"Certified 2013 Toyota Prius Two     Save    $18,489   16,169 mi",Certified 2013 Toyota Prius Two,18489,"16,169",1,2013,Two
"Used 2013 Toyota Prius One     Save    $15,970   16,215 mi",Used 2013 Toyota Prius One,15970,"16,215",0,2013,One
"Used 2015 Toyota Prius Two     Save    $17,891   16,219 mi",Used 2015 Toyota Prius Two,17891,"16,219",0,2015,Two
"Certified 2014 Toyota Prius Four     Save    $19,995   16,224 mi",Certified 2014 Toyota Prius Four,19995,"16,224",1,2014,Four
"Used 2014 Toyota Prius Four     Save    $18,999   16,251 mi",Used 2014 Toyota Prius Four,18999,"16,251",0,2014,Four
"Certified 2013 Toyota Prius Two     Save    $17,697   16,259 mi",Certified 2013 Toyota Prius Two,17697,"16,259",1,2013,Two
"Certified 2015 Toyota Prius Two     Save    $18,967   16,309 mi",Certified 2015 Toyota Prius Two,18967,"16,309",1,2015,Two
"Used 2015 Toyota Prius      Save    $20,364   16,313 mi",Used 2015 Toyota Prius,20364,"16,313",0,2015,
"Used 2015 Toyota Prius      Save    $20,364   16,313 mi",Used 2015 Toyota Prius,20364,"16,313",0,2015,
"Used 2015 Toyota Prius Two     Save    $18,298   16,334 mi",Used 2015 Toyota Prius Two,18298,"16,334",0,2015,Two
"Certified 2014 Toyota Prius Five     Save    $15,995   16,336 mi",Certified 2014 Toyota Prius Five,15995,"16,336",1,2014,Five
"Used 2014 Toyota Prius Three     Save    $19,990   16,342 mi",Used 2014 Toyota Prius Three,19990,"16,342",0,2014,Three
"Certified 2013 Toyota Prius Three     Save    $17,599   16,350 mi",Certified 2013 Toyota Prius Three,17599,"16,350",1,2013,Three
"Used 2013 Toyota Prius Three     Save    $18,785   16,365 mi",Used 2013 Toyota Prius Three,18785,"16,365",0,2013,Three
"Certified 2012 Toyota Prius Three     Save    $19,995   16,386 mi",Certified 2012 Toyota Prius Three,19995,"16,386",1,2012,Three
"Used 2012 Toyota Prius Base     Save    $15,288   16,410 mi",Used 2012 Toyota Prius Base,15288,"16,410",0,2012,Base
"Used 2015 Toyota Prius Three     Save    $23,495   16,425 mi",Used 2015 Toyota Prius Three,23495,"16,425",0,2015,Three
"Certified 2013 Toyota Prius Three Model     Save    $21,999   16,455 mi",Certified 2013 Toyota Prius Three Model,21999,"16,455",1,2013,Three
"Used 2014 Toyota Prius      Save    $18,998   16,461 mi",Used 2014 Toyota Prius,18998,"16,461",0,2014,
"Used 2013 Toyota Prius Four     Save    $18,999   16,477 mi",Used 2013 Toyota Prius Four,18999,"16,477",0,2013,Four
"Used 2014 Toyota Prius Three     Save    $16,995   16,493 mi",Used 2014 Toyota Prius Three,16995,"16,493",0,2014,Three
"Certified 2013 Toyota Prius Two     Save    $16,400   16,531 mi",Certified 2013 Toyota Prius Two,16400,"16,531",1,2013,Two
"Used 2014 Toyota Prius Two     Save    $17,899   16,546 mi",Used 2014 Toyota Prius Two,17899,"16,546",0,2014,Two
"Used 2012 Toyota Prius Two     Save    $14,299   16,572 mi",Used 2012 Toyota Prius Two,14299,"16,572",0,2012,Two
"Used 2015 Toyota Prius      Save    $23,300   16,625 mi",Used 2015 Toyota Prius,23300,"16,625",0,2015,
"Certified 2015 Toyota Prius Two     Save    $16,495   16,629 mi",Certified 2015 Toyota Prius Two,16495,"16,629",1,2015,Two
"Certified 2014 Toyota Prius Four     Save    $22,988   16,713 mi",Certified 2014 Toyota Prius Four,22988,"16,713",1,2014,Four
"Used 2015 Toyota Prius V NAV     Save    $21,999   16,715 mi",Used 2015 Toyota Prius V NAV,21999,"16,715",0,2015,V
"Certified 2013 Toyota Prius Two     Save    $16,855   16,737 mi",Certified 2013 Toyota Prius Two,16855,"16,737",1,2013,Two
"Used 2013 Toyota Prius Two     Save    $16,855   16,737 mi",Used 2013 Toyota Prius Two,16855,"16,737",0,2013,Two
"Certified 2015 Toyota Prius Three Model     Save    $23,961   16,820 mi",Certified 2015 Toyota Prius Three Model,23961,"16,820",1,2015,Three
"Certified 2014 Toyota Prius Three     Save    $18,995   16,853 mi",Certified 2014 Toyota Prius Three,18995,"16,853",1,2014,Three
"Used 2012 Toyota Prius Three     Save    $17,499   16,866 mi",Used 2012 Toyota Prius Three,17499,"16,866",0,2012,Three
"Used 2010 Toyota Prius      Save    $14,925   16,883 mi",Used 2010 Toyota Prius,14925,"16,883",0,2010,
"Certified 2015 Toyota Prius Four     Save    $19,982   16,942 mi",Certified 2015 Toyota Prius Four,19982,"16,942",1,2015,Four
"Used 2013 Toyota Prius      Save    $19,998   16,966 mi",Used 2013 Toyota Prius,19998,"16,966",0,2013,
"Certified 2013 Toyota Prius Four     Save    $19,995   16,970 mi",Certified 2013 Toyota Prius Four,19995,"16,970",1,2013,Four
"Certified 2014 Toyota Prius Two Model     Save    $19,999   16,989 mi",Certified 2014 Toyota Prius Two Model,19999,"16,989",1,2014,Two
"Certified 2013 Toyota Prius Two Model     Save    $19,999   16,992 mi",Certified 2013 Toyota Prius Two Model,19999,"16,992",1,2013,Two
"Used 2015 Toyota Prius Two     Save    $19,980   17,000 mi",Used 2015 Toyota Prius Two,19980,"17,000",0,2015,Two
"Certified 2013 Toyota Prius Two Model     Save    $18,245   17,003 mi",Certified 2013 Toyota Prius Two Model,18245,"17,003",1,2013,Two
"Certified 2015 Toyota Prius Three     Save    $19,488   17,024 mi",Certified 2015 Toyota Prius Three,19488,"17,024",1,2015,Three
"Certified 2014 Toyota Prius Two Model     Save    $18,900   17,050 mi",Certified 2014 Toyota Prius Two Model,18900,"17,050",1,2014,Two
"Used 2013 Toyota Prius Three     Save    $19,336   17,055 mi",Used 2013 Toyota Prius Three,19336,"17,055",0,2013,Three
"Certified 2013 Toyota Prius Four     Save    $16,981   17,112 mi",Certified 2013 Toyota Prius Four,16981,"17,112",1,2013,Four
"Used 2015 Toyota Prius Base     Save    $16,499   17,140 mi",Used 2015 Toyota Prius Base,16499,"17,140",0,2015,Base
"Used 2015 Toyota Prius Two     Save    $18,888   17,146 mi",Used 2015 Toyota Prius Two,18888,"17,146",0,2015,Two
"Used 2014 Toyota Prius Two     Save    $16,949   17,149 mi",Used 2014 Toyota Prius Two,16949,"17,149",0,2014,Two
"Used 2013 Toyota Prius Two     Save    $17,988   17,152 mi",Used 2013 Toyota Prius Two,17988,"17,152",0,2013,Two
"Used 2013 Toyota Prius      Save    $16,889   17,175 mi",Used 2013 Toyota Prius,16889,"17,175",0,2013,
"Certified 2015 Toyota Prius Two     Save    $25,250   17,181 mi",Certified 2015 Toyota Prius Two,25250,"17,181",1,2015,Two
"Used 2013 Toyota Prius      Save    $18,730   17,181 mi",Used 2013 Toyota Prius,18730,"17,181",0,2013,
"Used 2014 Toyota Prius Four     Save    $17,677   17,237 mi",Used 2014 Toyota Prius Four,17677,"17,237",0,2014,Four
"Certified 2015 Toyota Prius Three Model     Save    $19,991   17,238 mi",Certified 2015 Toyota Prius Three Model,19991,"17,238",1,2015,Three
"Certified 2015 Toyota Prius Two Model     Save    $18,988   17,256 mi",Certified 2015 Toyota Prius Two Model,18988,"17,256",1,2015,Two
"Used 2014 Toyota Prius Three     Save    $20,999   17,269 mi",Used 2014 Toyota Prius Three,20999,"17,269",0,2014,Three
"Used 2015 Toyota Prius Two     Save    $21,962   17,285 mi",Used 2015 Toyota Prius Two,21962,"17,285",0,2015,Two
"Used 2013 Toyota Prius Two     Save    $18,426   17,304 mi",Used 2013 Toyota Prius Two,18426,"17,304",0,2013,Two
"Certified 2014 Toyota Prius Two Model     Save    $20,995   17,320 mi",Certified 2014 Toyota Prius Two Model,20995,"17,320",1,2014,Two
"Certified 2015 Toyota Prius Two Model     Save    $17,995   17,346 mi",Certified 2015 Toyota Prius Two Model,17995,"17,346",1,2015,Two
"Used 2013 Toyota Prius      Save    $16,640   17,348 mi",Used 2013 Toyota Prius,16640,"17,348",0,2013,
"Used 2015 Toyota Prius      Save    $21,000   17,365 mi",Used 2015 Toyota Prius,21000,"17,365",0,2015,
"Used 2014 Toyota Prius Two     Save    $16,197   17,371 mi",Used 2014 Toyota Prius Two,16197,"17,371",0,2014,Two
"Used 2015 Toyota Prius Three     Save    $18,995   17,408 mi",Used 2015 Toyota Prius Three,18995,"17,408",0,2015,Three
"Certified 2015 Toyota Prius Five     Save    $23,990   17,417 mi",Certified 2015 Toyota Prius Five,23990,"17,417",1,2015,Five
"Used 2015 Toyota Prius Four     Save    $21,139   17,422 mi",Used 2015 Toyota Prius Four,21139,"17,422",0,2015,Four
"Used 2015 Toyota Prius Five     Save    $22,698   17,438 mi",Used 2015 Toyota Prius Five,22698,"17,438",0,2015,Five
"Used 2010 Toyota Prius IV     Save    $16,881   17,462 mi",Used 2010 Toyota Prius IV,16881,"17,462",0,2010,IV
"Used 2010 Toyota Prius IV     Save    $15,982   17,462 mi",Used 2010 Toyota Prius IV,15982,"17,462",0,2010,IV
"Certified 2013 Toyota Prius Two     Save    $17,942   17,476 mi",Certified 2013 Toyota Prius Two,17942,"17,476",1,2013,Two
"Certified 2013 Toyota Prius Three SE     Save    $18,995   17,482 mi",Certified 2013 Toyota Prius Three SE,18995,"17,482",1,2013,Three
"Certified 2014 Toyota Prius Two     Save    $17,685   17,489 mi",Certified 2014 Toyota Prius Two,17685,"17,489",1,2014,Two
"Certified 2013 Toyota Prius Three Model     Save    $21,000   17,493 mi",Certified 2013 Toyota Prius Three Model,21000,"17,493",1,2013,Three
"Certified 2014 Toyota Prius Two     Save    $18,600   17,527 mi",Certified 2014 Toyota Prius Two,18600,"17,527",1,2014,Two
"Certified 2014 Toyota Prius Two     Save    $18,495   17,527 mi",Certified 2014 Toyota Prius Two,18495,"17,527",1,2014,Two
"Certified 2013 Toyota Prius Four     Save    $22,999   17,575 mi",Certified 2013 Toyota Prius Four,22999,"17,575",1,2013,Four
"Certified 2015 Toyota Prius PERSONA     Save    $26,980   17,589 mi",Certified 2015 Toyota Prius PERSONA,26980,"17,589",1,2015,PERSONA
"Certified 2012 Toyota Prius Two     Save    $16,500   17,610 mi",Certified 2012 Toyota Prius Two,16500,"17,610",1,2012,Two
"Certified 2013 Toyota Prius Three     Save    $19,988   17,656 mi",Certified 2013 Toyota Prius Three,19988,"17,656",1,2013,Three
"Used 2013 Toyota Prius Four     Save    $18,000   17,658 mi",Used 2013 Toyota Prius Four,18000,"17,658",0,2013,Four
"Certified 2013 Toyota Prius Five (5dr Hatchback)     Save    $17,998   17,735 mi",Certified 2013 Toyota Prius Five (5dr Hatchback),17998,"17,735",1,2013,Five
"Certified 2012 Toyota Prius Four     Save    $21,999   17,753 mi",Certified 2012 Toyota Prius Four,21999,"17,753",1,2012,Four
"Used 2014 Toyota Prius TOURING     Save    $18,900   17,766 mi",Used 2014 Toyota Prius TOURING,18900,"17,766",0,2014,TOURING
"Used 2014 Toyota Prius Five     Save    $22,972   17,783 mi",Used 2014 Toyota Prius Five,22972,"17,783",0,2014,Five
"Certified 2015 Toyota Prius Three     Save    $21,977   17,819 mi",Certified 2015 Toyota Prius Three,21977,"17,819",1,2015,Three
"Used 2014 Toyota Prius Three     Save    $17,995   17,822 mi",Used 2014 Toyota Prius Three,17995,"17,822",0,2014,Three
"Used 2015 Toyota Prius Four     Save    $20,500   17,826 mi",Used 2015 Toyota Prius Four,20500,"17,826",0,2015,Four
"Used 2012 Toyota Prius Two     Save    $15,917   17,839 mi",Used 2012 Toyota Prius Two,15917,"17,839",0,2012,Two
"Used 2014 Toyota Prius Three     Save    $18,595   17,847 mi",Used 2014 Toyota Prius Three,18595,"17,847",0,2014,Three
"Certified 2015 Toyota Prius Three     Save    $21,555   17,863 mi",Certified 2015 Toyota Prius Three,21555,"17,863",1,2015,Three
"Certified 2013 Toyota Prius      Save    $19,995   17,866 mi",Certified 2013 Toyota Prius,19995,"17,866",1,2013,
"Certified 2014 Toyota Prius Two     Save    $17,755   17,921 mi",Certified 2014 Toyota Prius Two,17755,"17,921",1,2014,Two
"Used 2015 Toyota Prius Persona Series Special Edition     Save    $19,992   17,929 mi",Used 2015 Toyota Prius Persona Series Special Edition,19992,"17,929",0,2015,Persona
"Used 2012 Toyota Prius Two     Save    $14,997   17,943 mi",Used 2012 Toyota Prius Two,14997,"17,943",0,2012,Two
"Used 2015 Toyota Prius Two     Save    $18,000   17,982 mi",Used 2015 Toyota Prius Two,18000,"17,982",0,2015,Two
"Certified 2012 Toyota Prius Three Model     Save    $20,900   17,983 mi",Certified 2012 Toyota Prius Three Model,20900,"17,983",1,2012,Three
"Certified 2016 Toyota Prius TWO     Save    $23,981   172 mi",Certified 2016 Toyota Prius TWO,23981,172,1,2016,TWO
"Used 2014 Toyota Prius Two     Save    $17,900   18,005 mi",Used 2014 Toyota Prius Two,17900,"18,005",0,2014,Two
"Certified 2013 Toyota Prius Two Model     Save    $18,988   18,065 mi",Certified 2013 Toyota Prius Two Model,18988,"18,065",1,2013,Two
"Used 2013 Toyota Prius      Save    $20,995   18,083 mi",Used 2013 Toyota Prius,20995,"18,083",0,2013,
"Used 2012 Toyota Prius Base     Save    $17,990   18,087 mi",Used 2012 Toyota Prius Base,17990,"18,087",0,2012,Base
"Used 2014 Toyota Prius Three     Save    $19,500   18,101 mi",Used 2014 Toyota Prius Three,19500,"18,101",0,2014,Three
"Certified 2014 Toyota Prius Two     Save    $16,700   18,122 mi",Certified 2014 Toyota Prius Two,16700,"18,122",1,2014,Two
